TweetID,Followed,Followers,Geotagged,TotalTweets,TwitterAge,Username,Verified,nHashtags,nMentions,nURLs
382820461241184256,2283,1618,True,10002,3172,Elorm Allavi,False,1,1,0
382820462830424064,428,293,True,1746,2639,Ovais Zuberi,False,2,0,0
382820501821067265,295,357,True,6735,3185,Sehr Rana,False,3,0,0
382820554186981376,4077,58819,True,30198,2283,EU Humanitarian Aid,True,1,0,1
382820590014693377,104,1117,True,45180,2212,Earth Quake Report,False,1,0,1
382820595391418368,4,795,True,12374,2015,Mushtaq Khan,False,2,0,0
382820720708833280,238,442,True,45773,3337,khizar 🙄🙄,False,2,1,0
382820878464983040,852,14584,True,78915,3085,Shakir Husain,False,2,1,0
382820883040960512,5784,6070,True,5193,1716,Amna Rizvi,False,3,0,0
382820885280747520,2635,4607,True,145690,2058,umer hafeez,False,2,0,1
382820886296145920,55,2452,True,12015,2483,PakistaniSoldiers,False,4,0,1
382820887529271296,55,2452,True,12015,2483,PakistaniSoldiers,False,4,0,1
382820893656764416,376,314,True,20090,2525,Arslan Sherazi,False,1,0,0
382820917702713344,171,23,True,724,2921,SaLman GhiAs,False,3,0,0
382820921540476928,110,1076,True,14891,2022,SADIQ HUSSAIN JIVANI,False,2,0,1
382820955682115585,121,320,True,78698,1682,Aida Leonetti,False,2,0,1
382820963861004288,235,6933,True,6911,2271,P@SHA,False,2,2,0
382820983347761152,34,77,True,4793,3127,Zulfiqar Ansari,False,2,2,0
382821025354108928,113,814,True,18984,3230,DR.TAHIR MUGHAL,False,0,0,0
382821063916138497,142,279,True,457,1728,Wafa Freedom,False,1,2,0
382821085013868544,1958,1943,True,11956,2024,Jimmy Changa,False,6,1,0
382821090160308224,1010,259604,True,10975,2574,Fahd Husain,False,2,2,0
382821091774705666,768,493,True,14974,3337,Wajahat Mateen,False,3,1,1
382821132958572545,61937,62900,True,1468080,3430,D S N 🛑,False,2,1,1
382821133973991424,506,4262,True,24766,3359,Simon Keeling,False,3,0,1
382821134129180673,7,114,True,18584,2513,SailingWeather.co.uk,False,3,0,1
382821134179110912,1082,3261,True,55793,1895,Caped Sufi,False,2,1,0
382821174960717825,672,35623,True,149949,3480,Naveed,False,2,1,0
382821205574946816,396,222,True,1832,2223,FaizQadri,False,1,0,0
382821213820944384,7004,11881,True,217129,2977,F. Jeffery 👁,False,1,1,0
382821223081586688,1657,11126,True,41009,1953,Amber Zulfiqar,False,2,2,0
382821232032219136,1065,5174,True,11489,2435,Faiza Azeem Usmani,False,2,0,0
382821252731109377,630,4115,True,7448,1715,India Sports TV,False,2,0,0
382821274344386560,891,24456,True,11490,3109,Rabia Mehmood - رابعہ,False,1,2,0
382821278589394945,10028,14672,True,480802,2490,Grace Murphy,False,4,2,1
382821327062589440,115,1611,True,17938,2095,Tariq Anwar Baloch,False,3,0,0
382821330787524608,1012,912,True,1789,3177,Vinay,False,2,2,0
382821366077992960,1273,2130,True,22982,2034,Will Slaton,False,2,1,0
382821401637695488,710,641,True,42778,3142,Vins,False,2,1,0
382821409103572992,154,18053,True,101968,3310,Tahir Imran Mian ✈,True,1,2,0
382821410076639232,779,339,True,18092,1895,DreamEr.,False,2,0,0
382821445631356928,106,189,True,15791,1839,¤ AshNil ¤,False,2,1,0
382821448697384960,699,2415,True,12460,2055,ManzoorHussain Bugti,False,0,1,0
382821473083064320,15563,17214,True,13661,2890,Nadeem Akram,False,5,0,0
382821502250270720,1040,7564,True,15664,2165,Gull Nawaz Bugti,False,2,0,0
382821548920700928,87,292,True,32198,2251,Pakistani,False,1,1,0
382821588863029248,153,95,True,1722,2576,سب سے پہلے پاکستان,False,2,0,0
382821630965075968,395,197,True,3817,2513,tooba,False,2,1,0
382821653098409984,979,22998,True,31456,2113,Elina Şevket,False,2,1,0
382821678771761153,278,3207,True,9700,2798,Rashid S Khan,False,1,2,0
382821704713527297,208,35,True,101,2068,Azmat Ullah,False,2,1,0
382821717301010432,431,387,True,24814,2573,syedtalalhaiderzaidi,False,3,0,0
382821753694990336,530,713,True,5982,1686,Fatima Azhar,False,4,0,0
382821772698984448,236,13723,True,363179,2390,Pakistan News,False,2,0,1
382821812012216320,323,501,True,1969,3321,Sheeba Naaz,False,4,1,0
382821843012308992,6227,16437,True,97344,2335,Ahsan Masood Tanoli,False,2,0,0
382821844107407360,374,5566,True,41370,2025,Âì§hà Ñòór,False,2,1,0
382821853745516544,142,279,True,457,1728,Wafa Freedom,False,2,1,0
382821855024799744,1839,1853,True,33938,2058,The Marketing Chick,False,2,2,0
382821952085176321,681,687,True,18921,2907,Vanda Lengkong,False,1,1,0
382821969093484544,1033,781427,True,27169,2933,SenatorSherryRehman,True,1,2,0
382822042762223616,425,1096,True,13239,2270,#saveBSOazadLeader,False,3,0,0
382822064878800896,230,430,True,21848,1682,Mishmah Fazal,False,3,0,0
382822073887760384,2935,9099,True,3193,2642,Matthew Green,False,2,1,1
382822075297058816,1,15034,True,261015,1809,Every Earthquake,False,2,0,1
382822113901424641,1839,1853,True,33938,2058,The Marketing Chick,False,1,1,0
382822142481825792,324,1011,True,79209,2757,Frankly,False,0,1,0
382822149318512640,201,35606,True,64168,2916,Irum Azeem Farooque,True,3,0,0
382822163742330881,514,15504,True,18652,2610,Shah Nawaz Bugti,False,2,2,0
382822179752394752,9976,11381,True,157984,2615,Federico DeVirgiliis,False,2,1,1
382822231643934721,430,5076,True,39306,2493,Borhaan Arifee,False,2,2,0
382822236907773952,620,3430,True,6929,1913,EyeSha Rehman:Aaicha,False,3,0,0
382822265273843712,2002,1231,True,16789,2097,Tooba Masood,False,1,0,1
382822266196619264,60,136,True,157,2032,Ahsan Umar,False,5,0,0
382822283267428353,267,220,True,6131,3316,Hassan Kamal,False,1,2,0
382822285281067008,235,2278,True,48224,2021,Babur,False,2,0,0
382822296672423937,437,8979,True,34038,2725,Veengas,True,5,0,0
382822305250148352,153,95,True,1722,2576,سب سے پہلے پاکستان,False,3,0,0
382822312401063936,2132,50230,True,29276,3282,UNHCR United Kingdom,True,1,2,0
382822317627150336,236,13723,True,363179,2390,Pakistan News,False,2,0,1
382822351655546881,686,1386,True,36804,2677,Mudassir سيد محمد,False,5,0,1
382822363861364736,169,60,True,135,1772,Maha Babar,False,3,1,0
382822368126595072,112,1522,True,2581,1739,Mohammad Umer Bugti,False,1,1,0
382822369699840000,0,93,True,42045,1738,Islamboard,False,1,0,1
382822369766961152,812,150350,True,89196,2159,Mehr Tarar,True,1,2,0
382822371444277249,437,8979,True,34038,2725,Veengas,True,2,2,0
382822390117720064,573,352,True,3932,2635,Sarah Shedeed,False,1,0,1
382822400942817281,2128,7276,True,181200,1946,Hani Qureshi,False,4,0,1
382822408068927488,15572,17214,True,13661,2890,Nadeem Akram,False,2,0,0
382822418383110144,655,7976,True,45598,2440,Hakeem Baloch,False,1,1,0
382822442785599488,945,107255,True,42874,2990,Wasay Jalil,True,4,0,1
382822442881671169,246,1460,True,20480,2823,Sadaf,False,2,1,0
382822449156325377,121,320,True,78698,1682,Aida Leonetti,False,2,0,1
382822450658308096,724,4150,True,48775,2009,وزیر اعظم عمران خان,False,1,3,0
382822450951880704,157,63,True,2064,2751,Amna H.,False,3,0,0
382822497021734913,428,1174,True,55698,2309,Adeelxxx,False,3,0,1
382822501417365505,4687,1519,True,24827,2517,Marion Fairweather,False,1,2,0
382822510674182144,4447,38199,True,169856,1773,☪ Pakistan - Wake-UP,False,2,0,0
382822552768233472,205,6700,True,91682,1886,Arsène Wenger,False,4,1,1
382822566240350208,428,1174,True,55698,2309,Adeelxxx,False,2,0,0
382822589388705792,459,169,True,10808,2154,Abdelhakim,False,1,1,1
382822618291658752,957,12252,True,57972,2945,Die-Hard Pakistani,False,4,1,1
382822628487987201,134,39,True,293,1699,Vito Silvano,False,2,0,1
382822646053756928,454,229,True,4061,3223,Omer Mukhtar,False,1,1,1
382822686445305856,425,1096,True,13239,2270,#saveBSOazadLeader,False,2,3,0
382822699833102336,4,971,True,153400,3293,Notimicharts,False,2,0,1
382822705407750144,458,603,True,4896,2089,Zehra Husain,False,2,1,0
382822712013758464,87,186,True,8282,1861,(حمزہ فیاض),False,1,0,0
382822728778006529,430,5076,True,39306,2493,Borhaan Arifee,False,4,1,0
382822733857296386,82,23061,True,7920,2157,Qasim Ali,False,3,0,0
382822749301141504,150,1947,True,172657,1884,Librocubicularist,False,5,1,0
382822759954673664,21,253,True,21276,2284,Abdulmajid Abbas MD,False,2,0,0
382822764786089984,249,8926,True,200385,3022,みつや,False,1,2,0
382822817563045889,236,13723,True,363179,2390,Pakistan News,False,2,0,1
382822836655509504,680,3635,True,15548,2258,Chawash Baloch,False,7,0,0
382822840338489344,388,565,True,13973,2731,Syed Habib,False,2,1,0
382822855915741185,94,442940,True,16586,2267,Official Warid,True,1,0,0
382822862731493377,3036,10384,True,240906,3293,Sofia Smith سهى,False,2,0,1
382822874022965248,655,7976,True,45618,2440,Hakeem Baloch,False,6,1,0
382822879940706305,448,2621,True,106095,2339,🇵🇰,False,2,0,0
382822886056001536,430,5076,True,39306,2493,Borhaan Arifee,False,2,1,0
382822886446096384,1333,580,True,6063,2559,Eliud Limo,False,1,0,0
382822888870387714,706,1097,True,99852,2136,Sweet Chin Music,False,2,2,0
382822908147822592,2998,56408,True,792397,2888,Hassan Khan,False,1,1,0
382822918637748224,388,565,True,13973,2731,Syed Habib,False,3,1,0
382822927441215488,266,3283,True,4127,2166,Malookan Bugti,False,2,0,0
382822929647808512,374,5566,True,41370,2025,Âì§hà Ñòór,False,5,1,0
382822933896241152,624,3255,True,4767,2804,Mashallah News,False,3,0,1
382822946068500480,1095,90,True,1373,3158,Hamza Ehsan Dogar,False,2,2,0
382822963080200193,1040,7564,True,15664,2165,Gull Nawaz Bugti,False,1,0,0
382822978402385921,655,7976,True,45618,2440,Hakeem Baloch,False,3,1,0
382823011025297408,1935,1308,True,48367,2452,Alban K,False,1,1,0
382823025717940224,171,23,True,724,2921,SaLman GhiAs,False,3,0,0
382823037638574080,2366,1092,True,27166,2455,Naghman,False,3,2,0
382823063404179456,454,239,True,3946,2402,Natasha Nimmi,False,2,0,1
382823078025519104,655,7976,True,45618,2440,Hakeem Baloch,False,1,2,0
382823092617089024,14,34927,True,19737,2097,Southern CA Quakes,False,1,0,1
382823095863504896,10,153234,True,167373,2431,Earthquake Alerts,False,1,0,1
382823099097300993,5,40702,True,39442,2008,CA Earthquakes,False,1,0,1
382823137127452672,365,101,True,4788,1796,Shihab Khan Kiani,False,1,1,0
382823137194569728,901,18813,True,11755,3286,Knowledge Katti,False,3,2,0
382823165795508224,426,7412,True,12040,2539,Naseer Kakar,True,2,2,1
382823169301544960,471,608,True,11851,2961,Umair Aziz,False,1,0,0
382823176449036288,452,2729,True,2132,2455,CERP,False,2,1,0
382823177295888384,575,313,True,1260,3197,Rahul Undevia,False,3,0,0
382823181104742401,735,221,True,14557,3279,Keith,False,6,1,0
382823210234183680,655,7976,True,45618,2440,Hakeem Baloch,False,2,1,0
382823210829377536,236,13723,True,363179,2390,Pakistan News,False,2,0,1
382823210846150656,236,13723,True,363179,2390,Pakistan News,False,2,0,1
382823233105297408,896,1331,True,93046,2128,محمد عمیر دبیر,False,4,1,1
382823256426045440,958,839,True,107218,3313,"""Fo' nine Phenom""",False,2,1,1
382823277200015360,1795,1078,True,18030,2403,robyn havis,False,1,0,0
382823308858642432,4017,6794,True,16633,3230,Che Marville,False,2,1,1
382823313489559552,303,58,True,1324,1843,muhammad irfan asif,False,2,1,1
382823316442333184,431,387,True,24814,2573,syedtalalhaiderzaidi,False,2,0,1
382823345521442816,0,102041,True,153596,2259,JAAG TV,True,4,0,0
382823358226006016,655,7976,True,45618,2440,Hakeem Baloch,False,3,1,0
382823382443495424,4447,38199,True,169856,1773,☪ Pakistan - Wake-UP,False,2,0,0
382823389951307776,4017,6794,True,16633,3230,Che Marville,False,1,2,1
382823409350356992,1173,248,True,1676,1707,Moonlightsparkles,False,1,2,0
382823434503217153,363,1709,True,9890,2643,ParkhaAsad,False,2,3,1
382823434939404290,215,334,True,6201,1825,Faiza Aslam,False,3,1,0
382823444015882241,57,58,True,414,2352,Asma Rehman,False,1,0,1
382823448646807552,655,7976,True,45618,2440,Hakeem Baloch,False,3,1,0
382823472813969408,82,23061,True,7920,2157,Qasim Ali,False,1,1,0
382823476471803904,198,970,True,23007,3012,Makiz Nasirahmad,False,6,1,0
382823484914544640,209,530,True,439919,1988,NewsTreasury,False,1,0,1
382823501549543424,34,82,True,11000,2368,Mark Realmz,False,1,1,1
382823506645250048,777,908,True,226818,2768,yoyo,False,2,1,1
382823553936404480,20,103,True,420,3364,nOmI,False,2,2,0
382823598962257920,11,308,True,27607,1933,CloudsOnEurope,False,2,0,1
382823613922947072,514,15504,True,18652,2610,Shah Nawaz Bugti,False,3,0,0
382823639084564480,896,1331,True,93046,2128,محمد عمیر دبیر,False,3,1,0
382823709754810368,238,286,True,31657,1737,Reportz,False,3,1,1
382823723872833536,154,1025,True,26435,2408,عامر | Aamir,False,2,1,0
382823728662327296,175,167,True,393,2189,Lesther A. Ortega,False,3,0,1
382823754432143361,231,2580,True,3915,2218,Nawaz Hussain Bugti,False,2,0,0
382823780910788608,4447,38199,True,169856,1773,☪ Pakistan - Wake-UP,False,2,0,0
382823788565372928,3707,7614,True,53099,3254,Faria Khan,False,4,1,0
382823795461197824,152,4818,True,1763,3231,Fasih Bokhari,False,2,2,1
382823822929301504,428,1174,True,55698,2309,Adeelxxx,False,2,0,0
382823828373508097,328,2686,True,9828,2166,SahiBaksh Bugti,False,3,1,0
382823842164797440,987,2070,True,17535,1876,Saqeena Quasim,False,4,0,0
382823867040808961,328,2686,True,9828,2166,SahiBaksh Bugti,False,1,1,0
382823898813059072,412,366,True,3416,2309,Usama Aman,False,2,0,0
382823900356550657,257,52858,True,5314,2279,Quatrina,False,2,2,0
382823900662341632,12,565599,True,64112,2930,Tehelka,True,1,0,1
382823928952938496,510,312,True,2035,2353,Irele amorin chukwu,False,3,0,1
382823943276462080,1965,928,True,453,1878,Salman Saleem,False,5,0,1
382823945667215360,4987,3399,True,38772,3169,Nick Hentoff,False,5,0,1
382823952776560640,4447,38199,True,169856,1773,☪ Pakistan - Wake-UP,False,2,0,0
382823962151243776,655,7976,True,45618,2440,Hakeem Baloch,False,5,0,0
382823974675034112,428,1174,True,55698,2309,Adeelxxx,False,4,0,0
382824014798143488,4,58,True,2578,1874,sohaiL,False,3,0,1
382824019386314752,428,1174,True,55698,2309,Adeelxxx,False,3,0,0
382824029599858688,96,176,True,6326,3594,Lennon,False,3,0,0
382824038814322688,910,1093,True,8304,3051,Adnan Rashid,False,5,0,1
382824065834029056,451,249,True,21031,2254,IKRA,False,2,2,0
382824091087953920,204,274,True,19145,2280,In Break,False,1,1,0
382824100538109952,271,5405,True,13893,3234,Narayan Lakshman,True,4,0,1
382824138953752576,25934,336927,True,77367,2952,Zaid Aziz 🇵🇰,False,2,1,0
382824142942134272,5,0,True,11,1670,Rinddevelopers,False,3,0,2
382824143483199488,866,3168,True,18370,1865,Sabah Alam,False,3,1,0
382824150001127424,428,1174,True,55698,2309,Adeelxxx,False,4,0,1
382824153595658241,21421,47807,True,9985,1810,HTV,True,1,0,0
382824175255031809,382,4127,True,39166,2364,عمران,False,4,1,0
382824222411980801,324,1011,True,79209,2757,Frankly,False,2,0,0
382824236785467392,428,1174,True,55698,2309,Adeelxxx,False,3,1,0
382824259821002752,8,167,True,42344,2179,AA,False,1,2,0
382824277193793536,958,839,True,107218,3313,"""Fo' nine Phenom""",False,1,2,0
382824308478709761,444,89497,True,99047,2200,Aisha Baloch,False,4,1,0
382824310865657856,530,713,True,5982,1686,Fatima Azhar,False,1,1,0
382824341152333826,428,1174,True,55698,2309,Adeelxxx,False,2,0,0
382824348572057600,873,356256,True,100340,3388,Khaleej Times,True,3,0,1
382824366134018048,388,565,True,13973,2731,Syed Habib,False,4,0,0
382824366855430144,720,9873,True,18368,2286,Opinion Matters,False,4,1,0
382824374338060288,202,71,True,253,3299,Eric Heredia,False,2,0,0
382824376837881856,96,176,True,6326,3594,Lennon,False,3,0,0
382824384974843904,50,769,True,6844,2903,Shabbir,False,4,0,1
382824406516367361,55,4765,True,820,2027,Rahat Fateh Ali Khan,False,3,0,0
382824408731377664,50,769,True,6844,2903,Shabbir,False,3,0,1
382824447696453632,50,769,True,6844,2903,Shabbir,False,3,0,1
382824516789215232,2354,671,True,14449,2038,Mohsin Dawood,False,2,1,0
382824518193934337,699,597,True,12508,1995,Saima Saleem,False,2,0,1
382824525324619776,2253,6683,True,78927,2399,Fadii,False,2,2,0
382824528927526912,503,3177,True,10039,2597,QAMBARANI,False,1,0,0
382824558723862528,8320,7593,True,39727,1953,Great Baloch,False,3,0,0
382824575886970880,211,2130,True,3424,2267,Glow by Warid,False,1,0,1
382824592122736641,4,795,True,12374,2015,Mushtaq Khan,False,1,0,1
382824601300238336,116,1361,True,18367,3488,Live⚡TheBitcoiner,False,3,1,1
382824614373498880,5,0,True,11,1670,Rinddevelopers,False,1,0,1
382824615275671552,51,451,True,26623,2894,Shahid Zahoor,False,1,1,0
382824623353507840,62,31,True,16725,1740,Atif Paracha,False,3,1,0
382824649039806464,319,7083,True,16590,2612,Shahsawar Baloch,False,2,2,0
382824690235871232,720,2193,True,186742,3033,Oddwani,False,0,2,1
382824699837034496,235,2278,True,48224,2021,Babur,False,3,0,0
382824718908137472,428,1174,True,55698,2309,Adeelxxx,False,1,0,0
382824758938984448,0,102041,True,153596,2259,JAAG TV,True,4,0,0
382824776424644608,664,1281,True,73805,2989,احمد,False,4,0,1
382824795257057280,669,382,True,26261,1972,Ateeq wasil,False,2,1,0
382824796389527552,253,148,True,2581,2153, Nauman Awan,False,2,1,0
382824798923280384,96,176,True,6326,3594,Lennon,False,1,0,0
382824810750816256,14311,27498,True,54657,2178,sreenivas,False,3,1,0
382824848008818688,835,50586,True,282599,3414,Oneindia.com,True,1,0,1
382824856879767553,141,51,True,5474,2386,MS,False,2,2,0
382824857555062784,135,746633,True,342475,2951,The Express Tribune,True,2,0,1
382824863750045696,1965,928,True,453,1878,Salman Saleem,False,6,1,0
382824871849254912,200,2480,True,10217,3145,Altaf Ahmed,False,2,2,1
382824917198065664,5,0,True,11,1670,Rinddevelopers,False,4,0,1
382824943534489600,311,121,True,9455,3316,Some assembly required,False,1,1,1
382824957165580288,112,1522,True,2581,1739,Mohammad Umer Bugti,False,0,1,0
382824979240611840,768,493,True,14974,3337,Wajahat Mateen,False,1,0,1
382824985154166784,211,2130,True,3424,2267,Glow by Warid,False,1,0,0
382824991391113216,4151,24425,True,4452,3350,Charity Times,False,1,2,1
382825054322438145,661,3054,True,59424,1919,Roohan Ahmed,False,2,1,0
382825080499470336,425,1096,True,13239,2270,#saveBSOazadLeader,False,3,1,0
382825083984543746,252,149,True,1096,2810,Anas Islam,False,2,1,1
382825117812011008,114,109,True,1481,2930,Muhammad Tayyeb طيب,False,1,1,0
382825135696142336,29,132,True,98,1787,Pak Curricula Reform,False,1,2,0
382825143849861120,495,3530,True,6482,2106,Mohammad Ali Bugti,False,1,1,0
382825149793202176,1839,1853,True,33938,2058,The Marketing Chick,False,1,2,0
382825174703161345,937,1062,True,10356,1882,Melanie Rita,False,2,2,1
382825177324998656,1529,4354,True,27873,3351,Damon Wake,True,1,1,1
382825177488179202,957,12252,True,57972,2945,Die-Hard Pakistani,False,2,0,0
382825209575014401,167,153,True,3415,2512,Hina Rehman,False,1,1,1
382825243313979392,3838,1148,True,37487,2924,RDN78631,False,1,2,0
382825287861276672,811,5268,True,186913,3363,Vaquas Alvi,False,1,1,0
382825307046027264,870,8176,True,84203,2275,Rukhsana Qayyum Baig,False,1,3,0
382825313786662912,987,2070,True,17535,1876,Saqeena Quasim,False,1,0,0
382825324070719488,661,3054,True,59424,1919,Roohan Ahmed,False,2,0,0
382825330488004608,55,4765,True,820,2027,Rahat Fateh Ali Khan,False,3,0,0
382825340495609856,328,2686,True,9828,2166,SahiBaksh Bugti,False,1,0,0
382825364138885120,1177,2702,True,8578,2473,Mírán Balóc,False,1,0,1
382825368840699904,891,24456,True,11490,3109,Rabia Mehmood - رابعہ,False,1,3,0
382825369369198592,1301,41869,True,15414,3352,Privacy International,True,4,1,1
382825383713722368,151,280,True,50971,2039,Silvija Podkrajsek,False,1,2,0
382825435362775040,145,458,True,9875,3292,Usman Ahmed,False,3,0,0
382825441863958528,25934,336927,True,77367,2952,Zaid Aziz 🇵🇰,False,3,1,1
382825443147382784,7467,7339,True,250164,2043,HumHindustani,False,3,1,0
382825455612854272,370,281,True,1886,2486,Shaheera,False,3,0,0
382825460247592960,390,2031,True,11942,1895,AQEEL BALOCH,False,1,0,0
382825466354102273,1713,400,True,2640,1830,Adeel Hussain,False,2,1,0
382825477603201027,1555,2523,True,65175,2337,Kakay,False,2,2,0
382825497291657216,452,2729,True,2132,2455,CERP,False,1,2,0
382825523791282176,96,176,True,6326,3594,Lennon,False,3,0,0
382825531730702336,15,5,True,393,2126,Super Magazine,False,2,0,1
382825536562528256,777,1815,True,41791,2135,Saqib Ahmed Khanzada,False,3,1,0
382825568015618048,761,774,True,43047,1867,Aurangzeb Altamash,False,2,2,0
382825569555316736,634,5387,True,19858,3233,"Bytes for All, PK",False,3,1,1
382825628107808768,145,458,True,9875,3292,Usman Ahmed,False,1,1,0
382825639180386304,5,0,True,11,1670,Rinddevelopers,False,4,0,1
382825658574835713,761,774,True,43047,1867,Aurangzeb Altamash,False,2,1,0
382825673892458496,428,1174,True,55698,2309,Adeelxxx,False,0,4,0
382825674056404992,2072,30464,True,108718,3384,Shaheryar Mirza,True,1,2,0
382825687913988096,14311,27498,True,54657,2178,sreenivas,False,2,1,0
382825690108026880,790,4553,True,22450,3268,Zahra Hidayatullah,False,2,0,0
382825697854496768,116,12656,True,4805,2440,Jinnah Institute,False,0,3,0
382825766683021312,680,3635,True,15548,2258,Chawash Baloch,False,3,1,0
382825780025516032,2354,671,True,14449,2038,Mohsin Dawood,False,4,2,0
382825784458489856,4,2653,True,67671,2383,Earth Alerts,False,1,0,1
382825785469308928,4,2653,True,67671,2383,Earth Alerts,False,1,0,1
382825786442387456,4,2653,True,67671,2383,Earth Alerts,False,1,0,1
382825813974204416,401,699,True,6149,2070,ruben dieckhoff,False,4,1,0
382825850346819585,777,1815,True,41791,2135,Saqib Ahmed Khanzada,False,2,1,0
382825894504443904,508,11264802,True,378343,2925,Times of India,True,1,0,1
382825898506203136,426,7412,True,12040,2539,Naseer Kakar,True,2,0,1
382825906336583680,680,3635,True,15548,2258,Chawash Baloch,False,5,0,0
382825926566109184,34,82,True,11000,2368,Mark Realmz,False,6,1,0
382825931930230785,2575,1348,True,5901,3304,Taqi Mehran,False,1,0,1
382825934111252481,322,615976,True,135162,2630,Dawn.com,True,5,0,1
382825934996262912,428,1174,True,55698,2309,Adeelxxx,False,4,0,0
382825979397570560,276,261,True,1903,2217,AircooledPK,False,4,0,1
382825980412170240,149,1065,True,703107,1997,Hillbilly Times,False,1,0,1
382825983273082880,93,4497,True,238997,2896,Zenub Babur Butt,False,3,1,1
382825988595650560,51,451,True,26623,2894,Shahid Zahoor,False,5,1,1
382825997885640704,445,801,True,12712,2780,Mahnoor,False,5,1,1
382825999798267904,2198,206522,True,106228,3615,Jim Roberts,True,1,0,1
382826003959017473,205,6700,True,91682,1886,Arsène Wenger,False,1,1,0
382826013954039808,835,692,True,56634,3026,Hasan Ahmed,False,2,1,0
382826035135266818,428,1174,True,55698,2309,Adeelxxx,False,2,0,0
382826047361662976,29,3,True,79,1929,Danish Ansari,False,4,1,1
382826047722364928,207,606,True,9428,1982,Palestine-Syria Jew,False,2,1,1
382826049907601409,200,2480,True,10217,3145,Altaf Ahmed,False,2,0,0
382826061513240576,2408,601,True,8389,3107,Muhammad Luqman,False,1,0,0
382826087194968064,1489,4451,True,343178,3127,Lʏɴᴅꜱᴀʏ Fᴀʀʟᴏᴡ,False,1,0,1
382826096070115328,428,1174,True,55698,2309,Adeelxxx,False,2,2,1
382826107398930432,560,660,True,28386,2973,shahbaz,False,2,1,1
382826124117831680,2205,11622,True,13717,3014,Amber Phillips,True,1,1,1
382826142472105984,1450,2223,True,6387,3512,LaurenceWitherington,False,1,1,1
382826163699466240,5353,239876,True,521570,4123,Zeinobia,False,1,1,1
382826242409377792,2575,1348,True,5901,3304,Taqi Mehran,False,1,1,1
382826250697314304,430,1942,True,26465,1859,AfPak Now,False,5,1,1
382826257169514496,1795,4311,True,27411,2332,Ia Mai Zi,False,1,1,2
382826270704156672,1705,1691,True,7464,3310,Asma Rasheed,False,1,1,1
382826273128460289,1839,1853,True,33938,2058,The Marketing Chick,False,5,1,0
382826277922557952,2151,4824,True,77944,3577,Jesse Johnson ジェシージョンソン,True,1,1,1
382826282750578688,235,2278,True,48224,2021,Babur,False,2,0,0
382826319022542848,467,4335,True,52860,2779,💀 Noorulann 🏳️‍🌈,False,1,0,1
382826322441277440,235,221952,True,12939,3028,Newsweek Pakistan,True,2,0,1
382826325351751680,781,1012,True,12259,3208,Nouman Khalid,False,2,2,0
382826360529362944,896,1331,True,93046,2128,محمد عمیر دبیر,False,2,1,0
382826366502465536,23561,61974,True,207095,3087,Caring World,False,4,0,1
382826435477389312,423,368,True,46544,2780,Yppah Syad,False,5,0,1
382826464975941632,832,369,True,21798,2798,Sitesh Mehra,False,6,0,1
382826467203104770,76,1247717,True,240385,3039,Dunya News,True,4,0,0
382826490271768576,1799,1643,True,5930,2648,Debi,False,2,1,1
382826548887187456,4541,5723,True,56494,2249,Secularjen,False,6,1,0
382826566239014913,661,3054,True,59424,1919,Roohan Ahmed,False,3,0,0
382826576506671104,835,692,True,56634,3026,Hasan Ahmed,False,4,1,0
382826576770908160,720,368,True,11813,2563,Taraivini Wati,False,1,1,1
382826583134068736,756,7338,True,94971,2927,Osama Bin Liaqat Mir,False,2,1,1
382826615442382848,430,1942,True,26465,1859,AfPak Now,False,5,0,0
382826645821726720,14311,27498,True,54657,2178,sreenivas,False,1,2,0
382826657226031104,428,1174,True,55698,2309,Adeelxxx,False,3,0,0
382826669519949824,426,7412,True,12040,2539,Naseer Kakar,True,1,1,1
382826683109498880,2366,1092,True,27166,2455,Naghman,False,1,1,0
382826692516925440,478,357,True,28812,1721,Transplant Monologue,False,4,1,0
382826692802510848,25934,336927,True,77367,2952,Zaid Aziz 🇵🇰,False,2,2,0
382826716328374272,51,451,True,26623,2894,Shahid Zahoor,False,4,1,0
382826722720505856,446,10540,True,92181,3066,Anas Mallick,False,2,0,0
382826735747989505,660,3771,True,33189,1804,Archives Balóc,False,4,1,0
382826768362528769,409,5109,True,6503,2411,Madiha Afzal,False,1,0,1
382826794182656000,1543,1626,True,282232,1739,KELLY CLELLAND 1,False,1,1,1
382826800860385280,240,334,True,21332,2594,Khateeb Ansari,False,5,0,0
382826802516746240,1797,756,True,13606,3175,mshaiq,False,2,1,0
382826837300105216,428,1174,True,55698,2309,Adeelxxx,False,2,0,0
382826845575467008,130,143,True,3817,1811,Metro Journalist,False,5,0,1
382826846967971840,460,2266,True,160193,3064,Michael Mirasol,False,1,1,1
382826855503392768,148,258,True,200,1955,TalhaBinYousuf,False,2,1,1
382826874810150912,437,499,True,11218,2511,arbab,False,2,3,1
382826887967285248,2072,30464,True,108718,3384,Shaheryar Mirza,True,2,0,0
382826942258348033,466,332,True,18050,2835,Maaha AsgharAli,False,6,0,1
382826944808878080,1641,1087,True,6705,2191,Meeraan Baloch,False,2,3,0
382826945139843072,1184,1541,True,7878,2363,Voice of India,False,0,1,0
382826947744501761,664,1281,True,73805,2989,احمد,False,1,1,0
382826953985634306,545,2708,True,28924,3153,اشرف المُشکلات,False,2,1,0
